Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2
Tees Maar Khan,-2010.0,135 min,"Comedy, Crime",2.6,"11,981",Farah Khan,Akshay Kumar,Katrina Kaif
Teesra Kaun,-1965.0,127 min,"Action, Crime, Drama",6.3,17,Mohammed Hussain,Feroz Khan,Shashikala
Teesra Kaun?,-1994.0,160 min,"Comedy, Thriller",5.2,133,Partho Ghosh,Mithun Chakraborty,Chunky Panday
Teesri Aankh,-1982.0,151 min,"Action, Thriller",6.4,73,Subodh Mukherji,Dharmendra,Shatrughan Sinha
Teesri Aankh: The Hidden Camera,-2006.0,111 min,"Action, Crime, Thriller",2.6,300,Harry Baweja,Sunny Deol,Ameesha Patel
Teesri Kasam,-1966.0,159 min,"Comedy, Drama, Romance",7.9,746,Basu Bhattacharya,Raj Kapoor,Waheeda Rehman
Teesri Manzil,-1966.0,172 min,"Comedy, Musical, Mystery",7.7,"1,135",Vijay Anand,Shammi Kapoor,Asha Parekh
Tehzeeb,-2003.0,143 min,Drama,5.9,525,Khalid Mohamed,Shabana Azmi,Urmila Matondkar
Tejasvini,-1994.0,169 min,"Action, Drama",6.3,89,N. Chandra,Deepak Malhotra,Vijayshanti
Telephone,-1985.0,116 min,Thriller,6.3,27,Shyam Ramsay,Tulsi Ramsay,Shatrughan Sinha
Tell Me O Kkhuda,-2011.0,125 min,"Action, Crime, Drama",2.5,351,Hema Malini,Dharmendra,Vinod Khanna
Ten,-2005.0,152 min,"Action, Crime, Drama",5.5,"3,182",Anubhav Sinha,Sanjay Dutt,Sunil Shetty
Tennis Buddies,-2019.0,153 min,Drama,5.4,43,Sohail Tatari,Dakshita Patel,Madhu Anand Chandhock
Tera Intezaar,-2017.0,108 min,"Romance, Thriller",1.8,262,Raajeev Walia,Arbaaz Khan,Sunny Leone
Tera Jadoo Chal Gayaa,-2000.0,143 min,"Musical, Romance",3.0,560,A. Muthu,Abhishek Bachchan,Kirti Reddy
Tera Kya Hoga Johnny,-2009.0,155 min,"Crime, Drama, Thriller",6.0,210,Sudhir Mishra,Neil Nitin Mukesh,Sikandar Agarwal
Tera Mera Saath Rahen,-2001.0,148 min,Drama,4.9,311,Mahesh Manjrekar,Ajay Devgn,Sonali Bendre
Tera Mera Tedha Medha,-2015.0,107 min,Comedy,4.0,9,Chittaranjan Tripathy,Rahul Bagga,Geetika Tyagi
Teraa Surroor,-2016.0,106 min,"Action, Drama, Romance",2.6,840,Shawn Arranha,Himesh Reshammiya,Farah Karimaee
Tere Bin Laden,-2010.0,95 min,"Comedy, Drama",7.2,"10,234",Abhishek Sharma,Ali Zafar,Pradhuman Singh
Tere Bin Laden: Dead Or Alive,-2016.0,104 min,Comedy,4.3,860,Abhishek Sharma,Deepak Chandra,Manish Paul
Tere Bina Kya Jeena,-1989.0,127 min,Family,5.1,13,P.P. Ghosh,Partho Ghosh,Shekhar Suman
Tere Ghar Ke Samne,-1963.0,149 min,"Romance, Musical, Comedy",7.4,394,Vijay Anand,Dev Anand,Nutan
Tere Ishq Nachaya,-2010.0,122 min,Romance,2.4,8,Ravinder Ravi,Gavie Chahal,Mannat Singh
Tere Liye,-2001.0,138 min,"Drama, Family, Musical",5.3,52,Sanjay Gadhvi,Imran Ahmed Khan,Sonali Khare
Tere Mere Phere,-2011.0,120 min,"Comedy, Drama, Romance",5.3,243,Deepa Sahi,Vinay Pathak,Riya Sen
Tere Mere Sapne,-1971.0,175 min,"Drama, Romance",7.2,223,Vijay Anand,Dev Anand,Mumtaz
Tere Mere Sapne,-1996.0,146 min,"Action, Comedy, Drama",6.2,483,Joy Augustine,Chandrachur Singh,Arshad Warsi
Tere Naal Love Ho Gaya,-2012.0,130 min,"Comedy, Drama, Romance",5.8,"4,120",Mandeep Kumar,Riteish Deshmukh,Genelia D'Souza
Tere Pyaar Mein,-1978.0,103 min,Musical,5.9,7,Subhash Sharma,Mithun Chakraborty,Abha Dhulia
Teree Sang: A Kidult Love Story,-2009.0,132 min,"Drama, Romance",6.2,589,Satish Kaushik,Ruslaan Mumtaz,Sheena Shahabadi
Teri Baahon Mein,-1984.0,120 min,Romance,6.1,22,Umesh Mehra,Mohnish Bahl,Ayesha Shroff
Teri Bhabhi Hai Pagle,-2018.0,125 min,"Action, Comedy",3.1,125,Vinod Tiwari,Rajniesh Duggall,Nazia Hussain
Teri Dilli Meri Dili,-2014.0,73 min,Drama,7.0,10,Sandeep Kumar Chandola,Pushpraj Gunjan,Madhulika Jatolia
Teri Diwali Meri Christmas,-2020.0,68 min,"Adventure, Fantasy, Romance",5.7,23,Anurag Jha,Anurag Jha,Hemavaishnave
Teri Kasam,-1982.0,195 min,Romance,6.7,48,A.C. Trilogchander,Kumar Gaurav,Poonam Dhillon
Teri Maang Sitaron Se Bhar Doon,-1982.0,155 min,Family,5.0,11,Raj Khosla,Nutan,Padmini Kolhapure
Teri Meherbaniyan,-1985.0,140 min,"Action, Crime, Drama",5.4,236,Vijay Reddy,Jackie Shroff,Poonam Dhillon
Teri Meri Kahaani,-2012.0,117 min,"Comedy, Drama, Romance",4.7,"3,873",Kunal Kohli,Shahid Kapoor,Priyanka Chopra Jonas
Teri Payal Mere Geet,-1993.0,120 min,"Drama, Romance",5.3,36,Rehman Naushad,Govinda,Meenakshi Sheshadri
Terror,-2016.0,130 min,"Action, Crime, Thriller",6.8,71,Satish Kasetty,Meka Srikanth,Nikita Thukral
Terror Strike,-2018.0,104 min,Action,6.2,9,Kamal Nathani,Rajat Bedi,Gayatri
Tevar,-2015.0,157 min,"Action, Drama, Romance",4.0,"3,014",Amit Ravindernath Sharma,Arjun Kapoor,Sonakshi Sinha
Tezaab,-1988.0,173 min,"Action, Drama, Romance",7.0,"2,026",N. Chandra,Anil Kapoor,Madhuri Dixit
Tezz,-2012.0,121 min,"Action, Crime, Drama",3.9,"2,254",Priyadarshan,Anil Kapoor,Ajay Devgn
Thackeray,-2019.0,120 min,"Biography, Drama",5.2,"3,005",Abhijit Panse,Nawazuddin Siddiqui,Amrita Rao
Thakshak,-1999.0,163 min,"Action, Crime, Drama",5.9,583,Govind Nihalani,Ajay Devgn,Tabu
Thamizhan,-2002.0,162 min,"Action, Drama",5.7,"1,633",A. Majid,Joseph Vijay,Priyanka Chopra Jonas
Thanedaar,-1990.0,151 min,"Action, Crime, Drama",5.6,368,Raj N. Sippy,Jeetendra,Sanjay Dutt
Thanga Magan,-1983.0,141 min,"Action, Drama",6.1,100,A. Jagannathan,Poornima Jayaram,Aachi Manorama
Thank You,-2011.0,125 min,Comedy,4.7,"5,433",Anees Bazmee,Akshay Kumar,Sonam Kapoor
Thanks Maa,-2009.0,120 min,"Crime, Drama",7.9,698,Irfan Kamal,Master Shams,Master Salman
Thappad,-2020.0,142 min,Drama,6.8,"15,063",Anubhav Sinha,Taapsee Pannu,Pavail Gulati
That Girl in Yellow Boots,-2010.0,103 min,"Crime, Drama, Mystery",6.7,"3,608",Anurag Kashyap,Kalki Koechlin,Prashant Prakash
That's What It's All About: The Journey of Prem Ratan Dhan Payo,-2016.0,65 min,Documentary,4.2,10,Vidhi Kasliwal,Sooraj R. Barjatya,Swara Bhaskar
Thavasi,-2001.0,165 min,"Action, Comedy, Drama",4.8,100,Udayshankar,Vijayakanth,Soundarya
Thayillamal Nannilai,-1979.0,135 min,"Action, Drama",6.3,60,R. Thyagaraajan,Kamal Haasan,Sridevi
The Accidental Prime Minister,-2019.0,112 min,"Biography, Drama",6.0,"6,373",Vijay Ratnakar Gutte,Anupam Kher,Akshaye Khanna
The Angrez,-2005.0,110 min,Comedy,7.3,425,Kuntaa Nikkil,Kuntaa Nikkil,Mast Ali
The Angrez 2,-2015.0,99 min,"Action, Comedy",7.1,57,Kuntaa Nikkil,Kuntaa Nikkil,Raghu Kumar Karumanchi
The Announcement of War,-1989.0,149 min,Action,5.7,81,Anil Sharma,Dharmendra,Jaya Prada
The Arms Drop,-2014.0,94 min,"Documentary, Biography, Drama",6.8,139,Andreas Koefoed,Musta Ali,Mikhail Belinson
The Attacks of 26/11,-2013.0,116 min,"Action, Crime, Drama",6.9,"4,752",Ram Gopal Varma,Nana Patekar,Atul Kulkarni
The BFG,-2016.0,117 min,"Adventure, Family, Fantasy",6.4,"79,642",Steven Spielberg,Mark Rylance,Ruby Barnhill
The Big Bull,-2021.0,153 min,"Biography, Crime, Drama",6.1,"11,536",Kookie Gulati,Abhishek Bachchan,Nikita Dutta
The Blue Umbrella,-2005.0,90 min,"Comedy, Drama, Family",7.4,"1,952",Vishal Bhardwaj,Pankaj Kapur,Shriya Sharma
The Blueberry Hunt,-2016.0,110 min,"Action, Thriller",5.6,198,Anup Kurian,Kartik Elangovan,Vinay Forrt
The Body,-2019.0,101 min,"Mystery, Thriller",5.4,"2,965",Jeethu Joseph,Emraan Hashmi,Rishi Kapoor
The Brawler,-2017.0,154 min,"Action, Drama, Sport",8.0,"6,847",Anurag Kashyap,Vineet Kumar Singh,Jimmy Sheirgill
The Bright Day,-2013.0,90 min,Drama,5.9,126,Mohit Takalkar,Mohan Agashe,Radhika Apte
The Burning Train,-1980.0,142 min,"Action, Thriller",6.8,"1,442",Ravi Chopra,Dharmendra,Vinod Khanna
The Chess Players,-1977.0,129 min,"Comedy, Drama, History",7.6,"3,316",Satyajit Ray,Sanjeev Kumar,Saeed Jaffrey
The Churning,-1976.0,134 min,Drama,7.7,540,Shyam Benegal,Girish Karnad,Smita Patil
The Court Dancer: Raj Narkati,-1941.0,144 min,Drama,6.4,19,Modhu Bose,Sadhona Bose,Protima Dasgupta
The Darjeeling Limited,-2007.0,91 min,"Adventure, Comedy, Drama",7.2,"185,127",Wes Anderson,Owen Wilson,Adrien Brody
The Dark Side of Life: Mumbai City,-2018.0,125 min,Drama,5.9,478,Tariq Khan,Avii,Mahesh Bhatt
The Deceivers,-1988.0,102 min,"Adventure, Crime, Drama",6.1,944,Nicholas Meyer,Pierce Brosnan,Saeed Jaffrey
The Dirty MMS,-2014.0,93 min,Drama,2.4,18,Sudhir Pillai,Rakesh,Sudhir
The Dirty Picture,-2011.0,144 min,"Biography, Comedy, Drama",6.6,"8,931",Milan Luthria,Vidya Balan,Emraan Hashmi
The Dirty Relation,-2013.0,121 min,Thriller,3.6,12,Kesar Matharu,Sanjay Chauhan,Jasleen Matharu
The Don,-1995.0,135 min,"Crime, Drama",6.0,85,Farogh Siddique,Mithun Chakraborty,Sonali Bendre
The Dream Job,-2017.0,138 min,Drama,6.0,14,Mukesh Mishra,Sadhvi Bhatt,Zuber K. Khan
The Elder One,-2019.0,125 min,"Action, Crime, Drama",7.5,"1,707",Geethu Mohandas,Nivin Pauly,Shashank Arora
The Fakir of Venice,-2009.0,87 min,Drama,5.1,265,Anand Surapur,Farhan Akhtar,Annu Kapoor
The Fiancee,-1953.0,151 min,"Drama, Romance",6.9,137,Bimal Roy,Ashok Kumar,Meena Kumari
The Film,-2005.0,144 min,"Crime, Drama, Mystery",6.4,84,Zunaid Memon,Nassar Abdulla,Ravi Baswani
The Film Emotional Atyachar,-2010.0,87 min,"Comedy, Crime, Drama",6.0,291,Akshay Shere,Ranvir Shorey,Vinay Pathak
The Film Love.Com... The Ultimate Killing Site,-2010.0,92 min,"Action, Crime, Drama",3.4,16,Vinod Mukhi,Jai Kalra,Mika Singh
The Final Exit,-2017.0,119 min,Horror,6.2,41,Dhwanil Mehta,Kunaal Roy Kapur,Mukesh Hariawala
The Firm Land,-2008.0,95 min,Drama,5.4,13,Chapour Haghighat,Prem Datta,Change Ji
The Flip Side: A Truth That Could Not Reach You,-2015.0,48 min,Documentary,9.2,97,Utpal Kalal,Subramanian Swamy,Shiva Shambh Bhatt
The Forest,-2009.0,88 min,"Drama, Horror, Thriller",5.0,114,Ashvin Kumar,Ankur Vikal,Javed Jaffrey
The Gentleman,-1994.0,161 min,"Action, Drama",5.2,192,Mahesh Bhatt,Chiranjeevi,Juhi Chawla
The Ghazi Attack,-2017.0,116 min,"Action, Thriller, War",7.6,"12,367",Sankalp Reddy,Rana Daggubati,Kay Kay Menon
The Girl on the Train,-2021.0,120 min,"Crime, Drama, Mystery",4.4,"7,312",Ribhu Dasgupta,Aditi Rao Hydari,Kirti Kulhari
The Goa Run,-2014.0,112 min,"Action, Crime, Romance",7.1,58,John Owen,Rajeev Khandelwal,Prashant Narayanan
The Good Road,-2013.0,92 min,Drama,6.1,532,Gyan Correa,Ajay Gehi,Sonali Kulkarni
The Great Gambler,-1979.0,105 min,"Action, Crime, Romance",6.5,619,Shakti Samanta,Amitabh Bachchan,Zeenat Aman
The Great Indian Butterfly,-2007.0,110 min,Drama,6.2,179,Sarthak Dasgupta,Aamir Bashir,Sandhya Mridul
The Great Indian Escape,-2019.0,117 min,"Adventure, Biography, Drama",7.1,39,Taranjiet Singh Namdhari,Raghav Rishi,Raaj Singh Arora
The Grey,-2020.0,90 min,"Drama, Mystery",6.5,60,Tushar Waghela,Tarush Waghela,Vishay Waghela
The Hero of Color City,-2014.0,77 min,"Animation, Adventure, Family",4.1,528,Frank Gladstone,Owen Wilson,Christina Ricci
The Hero: Love Story of a Spy,-2003.0,160 min,"Action, Adventure, Drama",5.3,"2,133",Anil Sharma,Sunny Deol,Preity Zinta
The Hidden Strike,-2020.0,100 min,War,3.5,41,Suzad Iqbal Khan,Deepraj Rana,Mir Sarwar
The Himalayan Diaries,-2019.0,80 min,"Comedy, Romance",8.0,9,Anjanikumar Tripathi,Nikita Sharma,Priyanshu Solanki
The Holy Fish,-2017.0,89 min,Drama,7.2,16,Sandeep Mishra,Vimal Chandra Pandey,Ashwini Agarwal
The House Next Door,-2017.0,137 min,Horror,6.8,"2,139",Milind Rau,Prakash Belawadi,Khushi Hajare
The Hundred Bucks,-2020.0,102 min,Drama,6.8,10,Dushyant Pratap Singh,Kavita Tripathi,Rajesh Mishra
The Hundred-Foot Journey,-2014.0,122 min,"Comedy, Drama",7.3,"78,340",Lasse Hallström,Helen Mirren,Om Puri
The Hungry,-2017.0,100 min,Drama,7.2,894,Bornila Chatterjee,Naseeruddin Shah,Tisca Chopra
The Idiotmaker's Gravity Tour,-2011.0,106 min,"Comedy, Drama",6.4,27,Daniel Kremer,William Cully Allen,K.J. Linhein
The Impossible Murder,-2010.0,82 min,Mystery,6.4,34,Sareesh Sudhakaran,Hemu Adhikari,Minnakshi Das
The Jinx,-2017.0,118 min,Thriller,6.0,12,Prince,Kanak Pandey,Rajesh Raja
The Journey of Karma,-2018.0,98 min,Drama,6.6,89,Jagbir Dahiya,Shakti Kapoor,Poonam Pandey
The Journey Weekend Night,-2020.0,122 min,Thriller,6.1,7,Shaik Khaja Hussain,Yash Agarwal,Imran Ali
The Killer,-2006.0,117 min,"Action, Crime, Drama",4.7,"1,069",Hasnain Hyderabadwala,Raksha Mistry,Irrfan Khan
The Last Color,-2019.0,90 min,Drama,7.9,778,Vikas Khanna,Anuj Tyagi,Vajid Ali
The Last Tale of Kayenaat,-2016.0,140 min,Thriller,5.9,22,Iqbal Baksh,Vani Vashishth,Zeeshan Khan
The Lastbenchers,-2014.0,147 min,"Biography, Comedy, Drama",7.3,29,Prajact Rebeloma,Prajakt Rebeloma,Pooja Bhattad
The Legend of Bhagat Singh,-2002.0,155 min,"Action, Biography, Drama",8.1,"15,250",Rajkumar Santoshi,Ajay Devgn,Sushant Singh
The Legend of Drona,-2008.0,138 min,"Action, Adventure, Fantasy",2.0,"2,442",Goldie Behl,Jayshree Arora,Veer Arya
The Lift Boy,-2019.0,107 min,"Comedy, Drama",7.2,"2,375",Jonathan Augustin,Moin Khan,Nyla Masood
The Light of the World,-1931.0,124 min,"Drama, Fantasy",6.2,112,Ardeshir Irani,Master Vithal,Zubeida
The Light: Swami Vivekananda,-2013.0,117 min,"Biography, History",7.8,10,J. Misra,Utpal Sinha,Deep Bhattacharya
The Lost Salesman of Delhi,-2014.0,97 min,"Adventure, Drama, Mystery",7.9,39,Deepak Mahajan,Manoj Bakshi,Radha Bhatt
The Lovers,-2015.0,109 min,"Action, Adventure, Romance",4.6,"3,105",Roland Joffé,Josh Hartnett,Bipasha Basu
The Lunchbox,-2013.0,104 min,"Drama, Romance",7.8,"52,120",Ritesh Batra,Irrfan Khan,Nimrat Kaur
The Monster,-1994.0,132 min,"Comedy, Horror",4.4,252,Shyam Ramsay,Tulsi Ramsay,Karan Shah
The Morning Breeze,-1995.0,89 min,Drama,7.0,243,Saeed Akhtar Mirza,Kaifi Azmi,Mayuri Kango
The Murderer: Hamilton Palace,-2011.0,108 min,"Action, Mystery",4.0,10,Raj N. Sippy,Mimoh Chakraborty,Milind Gunaji
The Mystic Masseur,-2001.0,117 min,"Comedy, Drama",5.8,439,Ismail Merchant,Om Puri,James Fox
The Naxalites,-1980.0,141 min,Drama,6.4,17,Khwaja Ahmad Abbas,Jalal Agha,Saleem Christopher Agha
The Other End of the Line,-2007.0,106 min,"Comedy, Drama, Family",6.2,"5,868",James Dodson,Jesse Metcalfe,Sara Foster
The Other Side of the Door,-2016.0,96 min,Horror,5.3,"17,337",Johannes Roberts,Sarah Wayne Callies,Jeremy Sisto
The Past,-2018.0,120 min,"Drama, Horror",3.5,164,Gagan Puri,Sonia Albizuri,Samiksha Bhatt
The Perfect Girl,-2015.0,97 min,Romance,5.7,123,Prakash Nambiar,Teeshay,Tara-Alisha Berry
The Pickup Artist,-2019.0,111 min,"Crime, Mystery, Thriller",8.7,85,Rohit Arora,Saasha Aery,Sidharth Bhardwaj
The Power,-2021.0,154 min,"Action, Crime, Drama",5.7,"1,544",Mahesh Manjrekar,Vidyut Jammwal,Shruti Haasan
The President Is Coming,-2009.0,90 min,Comedy,6.8,640,Kunaal Roy Kapur,Konkona Sen Sharma,Shernaz Patel
The Prince of Light,-2000.0,97 min,"Animation, Drama, Adventure",6.8,84,Yûgô Sakô,Bryan Cranston,Edie Mirman
The Princess and the Hunter,-1935.0,164 min,"Action, Adventure",4.5,22,Homi Wadia,Fearless Nadia,Sharifa
The Pushkar Lodge,-2020.0,115 min,Drama,8.6,14,Vijay Suthar,Anil Chahar,Sachin Chaudhary
The Rally,-2017.0,130 min,"Action, Drama, Romance",7.3,249,Deepak Anand,Mirza,Arshin Mehta
The Reluctant Crime,-2020.0,113 min,Drama,9.4,16,Arvind Pratap,Dharmendra Ahir,Awanish Kotnal
The Revenge: Geeta Mera Naam,-2000.0,108 min,Action,2.9,15,Dilip Gulati,Dharmendra,Kalyani Thakkar
The Royal Bengal Tiger,-2014.0,110 min,Thriller,6.9,793,Rajesh Ganguly,Jeet,Abir Chatterjee
The Savage Princess,-1952.0,101 min,"Action, Adventure, Drama",7.0,280,Mehboob Khan,Dilip Kumar,Nimmi
The Second Best Exotic Marigold Hotel,-2015.0,122 min,"Comedy, Drama, Romance",6.6,"32,007",John Madden,Judi Dench,Maggie Smith
The Seventh Horse of the Sun,-1992.0,130 min,"Drama, Romance",8.0,814,Shyam Benegal,Rajit Kapoor,Raghuvir Yadav
The Shaukeens,-2014.0,124 min,Comedy,4.9,"2,906",Abhishek Sharma,Akshay Kumar,Lisa Haydon
The Shepherdess and the Seven Songs,-2020.0,96 min,Drama,6.7,87,Pushpendra Singh,Shahnawaz Bhat,Sadakkit Bijran
The Sholay Girl,-2019.0,106 min,"Action, Biography, Drama",7.7,92,Aditya Sarpotdar,Bidita Bag,Chandan Roy Sanyal
The Silence,-2015.0,91 min,Drama,7.3,293,Gajendra Ahire,Sonam Arora,Mugdha Chaphekar
The Silent Heroes,-2015.0,115 min,"Adventure, Drama, Family",6.4,64,Mahesh Bhatt,Mann Bagga,Gurfareen Bano
The Skies Have Bowed,-1968.0,160 min,"Comedy, Romance",6.8,157,Lekh Tandon,Rajendra Kumar,Saira Banu
The Sky Is Pink,-2019.0,143 min,"Drama, Romance",7.6,"7,683",Shonali Bose,Priyanka Chopra Jonas,Farhan Akhtar
The Song of Scorpions,-2017.0,119 min,Drama,5.9,294,Anup Singh,Golshifteh Farahani,Irrfan Khan
The Spectacular Jihad of Taz Rahim,-2015.0,128 min,"Comedy, Crime, Drama",5.7,19,Raghav Murali,Monica Dogra,Rahsaan Noor
The Square Circle,-1996.0,107 min,"Drama, Music, Romance",7.2,72,Amol Palekar,Nirmal Pandey,Sonali Kulkarni
The Stoneman Murders,-2009.0,95 min,"Crime, Drama, Mystery",7.4,"2,808",Manish Gupta,Kay Kay Menon,Arbaaz Khan
The Tape,-2017.0,90 min,Horror,7.1,21,Saket S. Behl,Samir Soni,Sonika Chopra
The Tashkent Files,-2019.0,134 min,"Drama, Mystery, Thriller",7.8,"9,579",Vivek Agnihotri,Shweta Basu Prasad,Mithun Chakraborty
The Threshold,-2015.0,87 min,Drama,7.3,55,Pushan Kripalani,Neena Gupta,Rajit Kapoor
The Touch,-1980.0,145 min,"Drama, Romance",8.1,755,Sai Paranjape,Shabana Azmi,Naseeruddin Shah
The Train,-1970.0,138 min,"Action, Crime, Mystery",6.4,155,Ravikant Nagaich,Rajesh Khanna,Nanda
The Train,-2011.0,133 min,Drama,4.4,133,Jayaraaj,Mammootty,Sheena Chohan
The Train: Some Lines Should Never Be Crossed...,-2007.0,134 min,"Crime, Drama, Thriller",4.3,"1,082",Hasnain Hyderabadwala,Raksha Mistry,Emraan Hashmi
The Tree,-2017.0,99 min,"Drama, Fantasy",5.7,81,Manika Sharma,Varsha Agnihotri,Shabana Azmi
The Unsound,-2013.0,105 min,Thriller,4.6,24,Alok Shrivastav,Shadab Khan,Anurita Jha
The Untitled Kartik Krishnan Project,-2010.0,75 min,"Drama, Mystery, Sci-Fi",5.7,62,Srinivas Sunderrajan,Swara Bhaskar,Vishwesh Krishnamoorthy
The Villain,-2014.0,129 min,"Action, Crime, Drama",6.5,"17,169",Mohit Suri,Sidharth Malhotra,Shraddha Kapoor
The Violin Player,-2015.0,72 min,"Drama, Music",6.9,363,Bauddhayan Mukherji,Adil Hussain,Ritwick Chakraborty
The Waiting Room,-2010.0,90 min,"Crime, Drama, Mystery",6.0,99,Maneej Premnath,Raj Singh Chaudhary,Raja Chaudhary
The Warrior,-2001.0,86 min,"Adventure, Drama",6.7,"2,541",Asif Kapadia,Irrfan Khan,Puru Chibber
The Web of the Witch,-2002.0,90 min,"Comedy, Family, Fantasy",7.4,"1,789",Vishal Bhardwaj,Shabana Azmi,Shweta Basu Prasad
The White Elephant,-2009.0,115 min,Mystery,5.2,17,Aijaz Khan,Tannishtha Chatterjee,Neena Gupta
The White Tiger,-2021.0,125 min,"Crime, Drama",7.1,"49,877",Ramin Bahrani,Adarsh Gourav,Rajkummar Rao
The Wife,-2021.0,106 min,"Crime, Horror, Romance",4.5,235,Sarmad Khan,Gurmeet Choudhary,Shweta Dadhich
The Window,-2018.0,118 min,"Drama, Mystery",7.0,33,V.K. Choudhary,Atul Hanwat,Praveen Maheswari
The World of Fashion,-2013.0,120 min,"Drama, Thriller",6.8,6,Sanjay Khandelwal,Ajaz Khan,Reena Ranchandani
The Writer,-2015.0,107 min,"Crime, Mystery",5.9,15,Rajeev Jhaveri,Gemma Atkinson,Victor Banerjee
The Xpose,-2014.0,113 min,"Mystery, Thriller",3.3,"1,608",Ananth Narayan Mahadevan,Himesh Reshammiya,Yo Yo Honey Singh
The Zoo,-1967.0,125 min,"Crime, Drama, Mystery",7.3,847,Satyajit Ray,Uttam Kumar,Kalipada Chakraborty
The Zoya Factor,-2019.0,134 min,"Comedy, Drama, Romance",4.2,"2,119",Abhishek Sharma,Sonam Kapoor,Dulquer Salmaan
Thee,-1981.0,160 min,"Action, Crime, Drama",6.6,130,R. Krishnamurthy,Rajinikanth,S. Balaji
Thikana,-1987.0,138 min,"Crime, Drama",5.5,76,Mahesh Bhatt,Smita Patil,Anil Kapoor
Thikka,-2016.0,140 min,"Action, Comedy",4.4,147,Sunil K. Reddy,Ajay,Ali
THIRUMATHI PALANISAMY,-1992.0,140 min,Drama,4.4,14,R. Sundarajan,Sathyaraj,Sukanya
Thoda Pyaar Thoda Magic,-2008.0,145 min,"Comedy, Drama, Family",4.9,"2,390",Kunal Kohli,Saif Ali Khan,Rani Mukerji
Thodasa Roomani Ho Jaayen,-1990.0,160 min,"Comedy, Drama, Musical",7.0,188,Amol Palekar,Anita Kanwar,Nana Patekar
Thodi Thodi Si Manmaaniyan,-2017.0,135 min,"Drama, Romance",5.9,38,Aditya Sarpotdar,Karim Hajee,Mukesh Tiwari
Thodisi Bewafaii,-1980.0,150 min,Drama,5.9,101,Esmayeel Shroff,Rajesh Khanna,Shabana Azmi
Thokar,-1953.0,140 min,"Drama, Family",7.3,13,Lekhraj Bhakri,Shammi Kapoor,Shyama
Thoongathey Tambi Thoongathey,-1983.0,137 min,Drama,6.4,108,S.P. Muthuraman,Kamal Haasan,Radha
Three and a Half,-2018.0,121 min,Drama,6.6,228,Dar Gai,Dheer Momaya,Arya Dave
Three Atrangi Jai-Veeru-Gabbar,-2015.0,124 min,Comedy,5.9,7,Abhishek Utkarsh Deokar,Bonnie Juneja,Manoj Sharma
"Three: Love, Lies, Betrayal",-2009.0,121 min,"Drama, Mystery, Thriller",5.8,68,Vishal Pandya,Aashish Chaudhary,Akshay Kapoor
Through the Eyelashes,-1978.0,135 min,"Drama, Family, Romance",7.1,378,Hiren Nag,Sachin Pilgaonkar,Ranjeeta Kaur
Thugs of Hindostan,-2018.0,164 min,"Action, Adventure",4.1,"18,219",Vijay Krishna Acharya,Aamir Khan,Amitabh Bachchan
Tiger,-2016.0,130 min,Action,6.4,45,Sartaj Singh Pannu,Sippy Gill,Ihana Dhillon
Tiger Zinda Hai,-2017.0,161 min,"Action, Adventure, Thriller",5.9,"25,732",Ali Abbas Zafar,Salman Khan,Katrina Kaif
Tigers,-2014.0,94 min,Drama,7.3,"1,553",Danis Tanovic,Emraan Hashmi,Geetanjali Thapa
Tikli and Laxmi Bomb,-2017.0,151 min,Drama,7.9,"1,785",Aditya Kripalani,Chitrangada Chakraborty,Vibhawari Deshpande
Time Out,-2015.0,98 min,"Drama, Family, Music",5.9,338,Rikhil Bahadur,Chirag Malhotra,Pranay Pachauri
Time Pass,-2005.0,88 min,Romance,4.1,35,Chander Mishra,Sherlyn Chopra,Tanaaz Currim Irani
Time to Dance,-2021.0,113 min,"Musical, Romance",1.8,730,Stanley D'Costa,Sooraj Pancholi,Isabelle Kaif
Time To Retaliate: MASOOM,-2019.0,113 min,Crime,5.4,19,Kumaar Aadarsh,Alia Khan Dar,Ritesh Raghuvanshi
Tinku,-1977.0,135 min,Drama,6.3,22,Kalpataru,Tinku,Rajesh Khanna
Tirangaa,-1992.0,168 min,"Action, Drama, Thriller",6.9,"1,874",Mehul Kumar,Raaj Kumar,Nana Patekar
Tirchhi Topiwale,-1998.0,144 min,"Comedy, Drama, Musical",5.0,53,Nadeem Khan,Inder Kumar,Chunky Panday
Tishnagi,-2018.0,136 min,"Romance, Thriller",4.1,27,Sameer Khan,Shrivastava Anushka,Israil Khan
Titli,-2014.0,116 min,"Action, Crime, Drama",7.6,"4,483",Kanu Behl,Shashank Arora,Ranvir Shorey
Titoo MBA,-2014.0,111 min,"Comedy, Romance",4.3,100,Amit Singh,Vats Amit,Nishant Dahiya
To B or Not to B,-2016.0,113 min,"Drama, Family, Thriller",6.7,10,Vierendrra Lalit,Rahul Roy,Vivek Srivastav
To Fall in Love,-2000.0,159 min,"Comedy, Drama, Musical",4.4,"2,099",K. Muralimohana Rao,Kashmira Shah,Salman Khan
Toba Tek Singh,-2018.0,75 min,"Drama, History",6.9,118,Ketan Mehta,Pankaj Kapur,Vinay Pathak
Toh Baat Pakki!,-2010.0,122 min,"Comedy, Drama",5.1,374,Kedar Shinde,Tabu,Sharman Joshi
Tohfa,-1984.0,159 min,"Drama, Romance",5.2,121,K. Raghavendra Rao,Jeetendra,Jaya Prada
